vehicle_id,local_x_norm,local_y_norm,global_time_norm,accident
vehicle_1363,"[-1.665497207851262, -1.584289023672513, -1.4735525461277754, -1.394819779909463, -1.2816078844042889, -1.199804786459835, -1.089663222680802, -1.007917590003394, -0.9309365715367736, -0.8496844195115059, -0.7057738992338289, -0.6245887061381054, -0.5430728579407709, -0.4616921752613342, -0.3218845757868556, -0.2259122449251123, -0.144333400260829, -0.0631856928669177, 0.0181907000944827, 0.1579770785218609, 0.2539494093836043, 0.3354534101125102, 0.4314627619688545, 0.5418664019688343, 0.6188632279724989, 0.7195237328953605, 0.8297833945540642, 0.9113985287831008, 1.007130178488994, 1.117700387139294, 1.198976625287182, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5829910295615888, 1.693534372309754]","[-1.6383500419383703, -1.5874276861975087, -1.4472449014403026, -1.3926047032385005, -1.256139760942235, -1.206170219032484, -1.0650346204441672, -1.0149719451524288, -0.9579110857665162, -0.9070583018669712, -0.6828243394480317, -0.6318656569154911, -0.5814329396956092, -0.5307842992578775, -0.3006140584518962, -0.2050614882028623, -0.1547298455138392, -0.1037120116280795, -0.0530565394050394, 0.177148792793273, 0.2727013630423069, 0.3231530575717689, 0.4186462945916566, 0.5593590737894085, 0.6163987872214165, 0.7050723277646515, 0.8460167845365102, 0.8962900747511158, 0.9922279160449105, 1.132674495283612, 1.1834891105089274, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.56550053352241, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_1364,"[-1.665497207851262, -1.5843132562494069, -1.4735525461277754, -1.391768581674374, -1.2816078844042889, -1.2004094490505068, -1.089663222680802, -1.009962084564589, -0.9285938011527384, -0.8471176848591497, -0.7057738992338289, -0.6246797411347549, -0.5434755593998709, -0.4656918440863581, -0.3218845757868556, -0.2259122449251123, -0.1448780266421691, -0.0764702367271371, -0.0011310229429697, 0.1579770785218609, 0.2539494093836043, 0.3349981699872151, 0.4311221279489409, 0.5418664019688343, 0.6232119355554466, 0.7188946123899349, 0.8297833945540642, 0.911141306630596, 1.0073897137687235, 1.117700387139294, 1.1994778097244088, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5832302398235447, 1.693534372309754]","[-1.6383500419383703, -1.5873893988274803, -1.4472449014403026, -1.3972443235393073, -1.256139760942235, -1.205201997264847, -1.0650346204441672, -1.0118042958506557, -0.961135911896453, -0.910639591018142, -0.6828243394480317, -0.6317221723701512, -0.5807934900122795, -0.5248220970298677, -0.3006140584518962, -0.2050614882028623, -0.1538651543207029, -0.0868463985528674, -0.0276531646111677, 0.177148792793273, 0.2727013630423069, 0.3238748729250111, 0.4191886118175057, 0.5593590737894085, 0.6100636547797119, 0.706073975598601, 0.8460167845365102, 0.8967016746877834, 0.991812291156182, 1.132674495283612, 1.1826856785141422, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5651171763517076, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_1365,"[-1.665497207851262, -1.5841568764717435, -1.4735525461277754, -1.3918525217895914, -1.2816078844042889, -1.2004152841987512, -1.089663222680802, -1.008292591884736, -0.927029182323658, -0.8457427202978254, -0.7057738992338289, -0.6246177379399923, -0.5521846197618445, -0.4711785684440238, -0.3218845757868556, -0.2259122449251123, -0.1446040475534321, -0.0630300498416424, 0.0179825956645078, 0.1579770785218609, 0.2539494093836043, 0.3274420175162666, 0.4311714929036616, 0.5418664019688343, 0.6235401186882913, 0.7189418212026669, 0.8297833945540642, 0.9108948786547372, 1.0070900672579293, 1.117700387139294, 1.1990020579840344, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5829482856651715, 1.693534372309754]","[-1.6383500419383703, -1.587637188815207, -1.4472449014403026, -1.397108478785925, -1.256139760942235, -1.205192777975672, -1.0650346204441672, -1.0143699734394134, -0.963535024099309, -0.912736622489763, -0.6828243394480317, -0.6318198371959683, -0.5691338647728688, -0.5178933637256959, -0.3006140584518962, -0.2050614882028623, -0.1542975797485625, -0.1039581503965982, -0.0527279845659699, 0.177148792793273, 0.2727013630423069, 0.334152756586235, 0.4191105172192282, 0.5593590737894085, 0.6095379671232929, 0.7059997606327765, 0.8460167845365102, 0.897091686738376, 0.992291729665318, 1.132674495283612, 1.183448764515001, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5655686114726597, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_1366,"[-1.665497207851262, -1.5837275272380595, -1.4735525461277754, -1.4010623703244411, -1.2816078844042889, -1.2005577345557237, -1.089663222680802, -1.1004766712932592, -1.02293508287632, -0.9459928669475336, -0.7057738992338289, -0.6246982188403573, -0.5433371323781054, -0.4622063311603296, -0.3218845757868556, -0.2259122449251123, -0.1443862321621121, -0.0625560816056885, 0.0184591005035686, 0.1579770785218609, 0.2539494093836043, 0.3356351009285611, 0.431013774197179, 0.5418664019688343, 0.6231100020600544, 0.7126481022017641, 0.8297833945540642, 0.911044274889514, 0.9985672497231768, 1.117700387139294, 1.1992664396775223, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5736372770055718, 1.693534372309754]","[-1.6383500419383703, -1.5883263118346325, -1.4472449014403026, -1.3846243430378795, -1.256139760942235, -1.204968432210067, -1.0650346204441672, -0.9700905125255892, -0.9137870756452864, -0.8566743611710763, -0.6828243394480317, -0.6316931175606735, -0.5810132787163271, -0.5299687987308398, -0.3006140584518962, -0.2050614882028623, -0.1546450605068841, -0.1047194453381235, -0.0534932559608201, 0.177148792793273, 0.2727013630423069, 0.3228609305276165, 0.4193594416090239, 0.5593590737894085, 0.6102254001147518, 0.7147673032596163, 0.8460167845365102, 0.8968557415193906, 1.00381924957692, 1.132674495283612, 1.1830266850070723, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5780096501952212, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_1367,"[-1.665497207851262, -1.584153916957219, -1.4735525461277754, -1.3923624790084572, -1.2816078844042889, -1.1998232016229582, -1.089663222680802, -1.0160732442641347, -0.9345001797157748, -0.8584040033125889, -0.7057738992338289, -0.6294764507191741, -0.5480030056462866, -0.4666461174385077, -0.3218845757868556, -0.2259122449251123, -0.1444276568969399, -0.0628925340727435, 0.0186842718475031, 0.1579770785218609, 0.2539494093836043, 0.335131004742405, 0.4313551271662285, 0.5418664019688343, 0.6175550105316944, 0.7188681889245475, 0.8297833945540642, 0.9092352667849364, 1.0076055075975203, 1.117700387139294, 1.1987000988324064, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5710332849056452, 1.693534372309754]","[-1.6383500419383703, -1.5876418945677002, -1.4472449014403026, -1.3962939170293636, -1.256139760942235, -1.2061403477451005, -1.0650346204441672, -1.003698845411382, -0.9533579171172372, -0.8951324196097958, -0.6828243394480317, -0.624860525770359, -0.5743599327318867, -0.5236734134776866, -0.3006140584518962, -0.2050614882028623, -0.1545787197318787, -0.1041768978330885, -0.0538419796844182, 0.177148792793273, 0.2727013630423069, 0.3236657268636941, 0.4188185324148609, 0.5593590737894085, 0.6181088073653492, 0.7061154490184204, 0.8460167845365102, 0.8996152229858495, 0.9914630597379764, 1.132674495283612, 1.1839249298061194, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5808391211744792, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_1368,"[-1.665497207851262, -1.586224913005423, -1.4735525461277754, -1.3950312503465443, -1.2816078844042889, -1.2000742733601308, -1.089663222680802, -1.01576146547779, -0.936581304476569, -0.8554347450781417, -0.7057738992338289, -0.624769976671033, -0.5527275504601707, -0.4714568246637659, -0.3218845757868556, -0.2259122449251123, -0.144903820013771, -0.0636781891836336, 0.0116349248790682, 0.1579770785218609, 0.2539494093836043, 0.3351718598039063, 0.4268158342643732, 0.5418664019688343, 0.618732519277162, 0.7192810736529699, 0.8297833945540642, 0.9113296371747968, 1.0043847490053897, 1.117700387139294, 1.1948755875491068, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5829617599986947, 1.693534372309754]","[-1.6383500419383703, -1.5844886727856549, -1.4472449014403026, -1.392303882289793, -1.256139760942235, -1.2057355148610511, -1.0650346204441672, -1.004071567055952, -0.9500760256064134, -0.899056381730114, -0.6828243394480317, -0.6315805025809195, -0.5684498135721191, -0.517626459533794, -0.3006140584518962, -0.2050614882028623, -0.1538247070040111, -0.1029299418143824, -0.0437037938024772, 0.177148792793273, 0.2727013630423069, 0.323601159364492, 0.4254308555254101, 0.5593590737894085, 0.6165732730243071, 0.7054619461203135, 0.8460167845365102, 0.8964007705586452, 0.9963574364545864, 1.132674495283612, 1.1894747470336082, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5655471647134678, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_1369,"[-1.665497207851262, -1.5844272260542078, -1.4735525461277754, -1.3921868894474796, -1.2816078844042889, -1.2004074550387784, -1.089663222680802, -1.0164407255923924, -0.935017272718627, -0.8539782298555156, -0.7057738992338289, -0.6295813056048822, -0.5602094170180891, -0.4788079008860572, -0.3218845757868556, -0.2259122449251123, -0.1445681879668727, -0.0679346606887767, 0.0136628581198498, 0.1579770785218609, 0.2539494093836043, 0.3352260977556086, 0.4310012138048337, 0.5418664019688343, 0.6232831996686176, 0.7196384021225024, 0.8297833945540642, 0.9109767416287732, 1.0069657242779182, 1.117700387139294, 1.1989211881917323, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5825652876659884, 1.693534372309754]","[-1.6383500419383703, -1.5872098641002457, -1.4472449014403026, -1.3965723362804796, -1.256139760942235, -1.2052051482541022, -1.0650346204441672, -1.0032644234426205, -0.9526839688085478, -0.9014952054655976, -0.6828243394480317, -0.6247239654328695, -0.5586948821322005, -0.5080794391949092, -0.3006140584518962, -0.2050614882028623, -0.1543545590055121, -0.0968319073339284, -0.0465302803838973, 0.177148792793273, 0.2727013630423069, 0.3235152644280463, 0.4193791925958607, 0.5593590737894085, 0.609950146736651, 0.7048867494373, 0.8460167845365102, 0.896962587611224, 0.992488841715532, 1.132674495283612, 1.1835769004893462, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5661730023023546, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_137,"[-1.665497207851262, -1.5842282470134983, -1.4735525461277754, -1.392639087433382, -1.2816078844042889, -1.2135923381918146, -1.089663222680802, -1.0078254229463792, -0.926854799064306, -0.8450849609917306, -0.7057738992338289, -0.6246712459876675, -0.543340463704263, -0.4621726045647112, -0.3218845757868556, -0.2259122449251123, -0.1443279743442295, -0.0628310074582605, 0.018761376414267, 0.1579770785218609, 0.2539494093836043, 0.3352299404321526, 0.4311580066134124, 0.5418664019688343, 0.6230678856694485, 0.7196871300590586, 0.8297833945540642, 0.9110298129330264, 1.0067628060899274, 1.117700387139294, 1.199455061199212, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5810106139783544, 1.693534372309754]","[-1.6383500419383703, -1.5875238903275972, -1.4472449014403026, -1.3958595860406036, -1.256139760942235, -1.1887264258236163, -1.0650346204441672, -1.0151214352923013, -0.9638254580759068, -0.9138019831123938, -0.6828243394480317, -0.6317355381210283, -0.5810075056772336, -0.5300214587380123, -0.3006140584518962, -0.2050614882028623, -0.1547385642649712, -0.1042756075860269, -0.0539657245668434, 0.177148792793273, 0.2727013630423069, 0.3235091712164959, 0.4191318689371873, 0.5593590737894085, 0.610292020279694, 0.7048076010825642, 0.8460167845365102, 0.8968786485146039, 0.9928082426926466, 1.132674495283612, 1.1827225331220732, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.568528692662828, 1.705989916777815]","[-1.6896263510368454, -1.59336616445059, -1.497105977864335, -1.4008457912780798, -1.3045856046918247, -1.2083254181055694, -1.1120652315193142, -1.0158050449330591, -0.919544858346804, -0.8232846717605488, -0.7270244851742935, -0.6307642985880384, -0.5345041120017832, -0.438243925415528, -0.3419837388292728, -0.2457235522430176, -0.1494633656567624, -0.0532031790705072, 0.0430570075157479, 0.1393171941020031, 0.2355773806882583, 0.3318375672745134, 0.4280977538607687, 0.5243579404470239, 0.620618127033279, 0.7168783136195342, 0.8131385002057894, 0.9093986867920446, 1.0056588733782998, 1.101919059964555, 1.19817924655081, 1.2944394331370654, 1.3906996197233206, 1.4869598063095757, 1.5832199928958308, 1.6794801794820862]",0
vehicle_1370,"[-1.665497207851262, -1.5842740168783331, -1.4735525461277754, -1.3922194110036974, -1.2816078844042889, -1.2004777332324017, -1.089663222680802, -1.013300686933813, -0.9316951023424438, -0.8526651351493506, -0.7057738992338289, -0.6240144517611182, -0.5484966949537304, -0.4670064989064746, -0.3218845757868556, -0.2259122449251123, -0.1442921083752238, -0.0629569855410701, 0.0049768825866329, 0.1579770785218609, 0.2539494093836043, 0.3351308850452835, 0.4183937942336429, 0.5418664019688343, 0.6152636911400063, 0.7196436827826224, 0.8297833945540642, 0.9068587703773892, 1.006755881239543, 1.117700387139294, 1.199312729309563, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5827091041159451, 1.693534372309754]","[-1.6383500419383703, -1.587451417044209, -1.4472449014403026, -1.3965206085039543, -1.256139760942235, -1.205094256797332, -1.0650346204441672, -1.0071558315184834, -0.956867176706747, -0.9026539562513816, -0.6828243394480317, -0.6327840318572707, -0.5738167563587171, -0.5233429619277677, -0.3006140584518962, -0.2050614882028623, -0.1547962489114113, -0.1040751154582238, -0.0365801903257491, 0.177148792793273, 0.2727013630423069, 0.3236659158656145, 0.4352076034474845, 0.5593590737894085, 0.6209232918965464, 0.7048781804409135, 0.8460167845365102, 0.902951239824008, 0.9928190934936056, 1.132674495283612, 1.18295227836739, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5659472251164854, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_1371,"[-1.665497207851262, -1.584163238769208, -1.4735525461277754, -1.3921807256458685, -1.2816078844042889, -1.2101975028563283, -1.089663222680802, -1.00786074750121, -0.9263895317485328, -0.8451821076626456, -0.7057738992338289, -0.6278326449635516, -0.5468198311619572, -0.465625241723975, -0.3218845757868556, -0.2259122449251123, -0.1446817098234699, -0.0628624078885499, 0.0184004410458331, 0.1579770785218609, 0.2539494093836043, 0.3337870302009932, 0.4241015846445455, 0.5418664019688343, 0.6162581028399262, 0.7196133799828053, 0.8297833945540642, 0.9108099080401147, 1.007012903848467, 1.117700387139294, 1.198978302595704, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5731174585870038, 1.693534372309754]","[-1.6383500419383703, -1.58762707455241, -1.4472449014403026, -1.3965821485181265, -1.256139760942235, -1.1923012061009362, -1.0650346204441672, -1.0150640679441736, -0.964559909873582, -0.9136363525782232, -0.6828243394480317, -0.6270706111880184, -0.5758407091688419, -0.5248968688441341, -0.3006140584518962, -0.2050614882028623, -0.1541744825065543, -0.1042312454789728, -0.0533954077690662, 0.177148792793273, 0.2727013630423069, 0.3257285563518871, 0.4288812679943164, 0.5593590737894085, 0.6197285412681249, 0.7049273257177461, 0.8460167845365102, 0.8972252052241048, 0.9924141767630767, 1.132674495283612, 1.1834864510308514, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5785929497893878, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_1372,"[-1.665497207851262, -1.5842243274916514, -1.4735525461277754, -1.3950736314879464, -1.2816078844042889, -1.2005816950837342, -1.089663222680802, -1.0083265734697109, -0.9272263219954754, -0.8461967988517871, -0.7057738992338289, -0.6245649296739771, -0.542934714906659, -0.4615866803196644, -0.3218845757868556, -0.2259122449251123, -0.1449727940697264, -0.0633402004530899, 0.0183530834115223, 0.1579770785218609, 0.2539494093836043, 0.3353709012108349, 0.4317506328718273, 0.5418664019688343, 0.623331063032521, 0.7189456863468607, 0.8297833945540642, 0.9115046630782132, 1.0067390200054755, 1.117700387139294, 1.1987786873971042, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5829732833370866, 1.693534372309754]","[-1.6383500419383703, -1.587530103311781, -1.4472449014403026, -1.3922438891228988, -1.256139760942235, -1.2049308318117318, -1.0650346204441672, -1.0143159133669564, -0.963223332740703, -0.9120196329401836, -0.6828243394480317, -0.6319032252789045, -0.5816542116657554, -0.5309536082345858, -0.3006140584518962, -0.2050614882028623, -0.1537167664543919, -0.1034715837858931, -0.0533242746672445, 0.177148792793273, 0.2727013630423069, 0.3232849468429684, 0.4181815922056094, 0.5593590737894085, 0.609873711811808, 0.7059936777133103, 0.8460167845365102, 0.8961188745837307, 0.9928455004981742, 1.132674495283612, 1.1838015990376496, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5655288132803464, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_1373,"[-1.665497207851262, -1.596325313352568, -1.4735525461277754, -1.3918249122101345, -1.2816078844042889, -1.2003023983745649, -1.089663222680802, -1.0080268683439886, -0.9274038135459532, -0.8460363162441336, -0.7057738992338289, -0.624527966784577, -0.5431856624500454, -0.4613947829798066, -0.3218845757868556, -0.2259122449251123, -0.1450994615007226, -0.0737261333289828, 0.0076036644931445, 0.1579770785218609, 0.2539494093836043, 0.3351720488729037, 0.4312858683351163, 0.5418664019688343, 0.6236370239206861, 0.7194901269451496, 0.8297833945540642, 0.9114765218515428, 1.005387099055994, 1.117700387139294, 1.1930874655070265, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5717580027894145, 1.693534372309754]","[-1.6383500419383703, -1.5721133003744188, -1.4472449014403026, -1.397153104789591, -1.256139760942235, -1.2053715479099227, -1.0650346204441672, -1.014795494935445, -0.9629596770588033, -0.9122900417320042, -0.6828243394480317, -0.6319617060321977, -0.581251989922889, -0.5312626256487701, -0.3006140584518962, -0.2050614882028623, -0.1535193660366271, -0.0896397485981722, -0.0389101516063251, 0.177148792793273, 0.2727013630423069, 0.3236008602931448, 0.4189289314257052, 0.5593590737894085, 0.6093812785628295, 0.7051265358111877, 0.8460167845365102, 0.8961643464862465, 0.9949030794143005, 1.132674495283612, 1.191807290447688, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5800743423707264, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
