vehicle_id,local_x_norm,local_y_norm,global_time_norm,accident
vehicle_10050,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.3994094487213902, -1.3177726421365827, -1.206306793382501, -1.0953697005717844, -1.0140302596207686, -0.902597373957684, -0.8209884673652623, -0.7390490606663547, -0.6134388840365339, -0.5319289978697899, -0.4349356611339658, -0.3242803941153837, -0.2429755479807041, -0.1583683606075989, -0.0500549314665896, 0.0612642591128165, 0.1298058702606671, 0.2117422504493662, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7091764020669771, 0.7910313741934915, 0.914171387113462, 1.0251258921833173, 1.106848643016332, 1.1882434116553346, 1.2701850263327947, 1.4106705454115176, 1.4890698766219146, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4129991368516162, -1.361675643633887, -1.2204474395243927, -1.078373355167725, -1.0265783833933415, -0.885293779231454, -0.8339257926998874, -0.7830883570386535, -0.5956744153270476, -0.5441489491814976, -0.4485855741676995, -0.306055051422641, -0.2542056184396009, -0.142652247190684, -0.0613600578443663, 0.080104100449901, 0.1479789164436233, 0.1988212454482706, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7261334869494601, 0.777107194814949, 0.9034559111435744, 1.0455019801312562, 1.0966880754254111, 1.1483957795866333, 1.1992296449173148, 1.4316611320037982, 1.4878204314278194, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10051,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.399215825985488, -1.3178245041469052, -1.2066945130612363, -1.0953697005717844, -1.0134586301307635, -0.902597373957684, -0.8313022559185794, -0.7497194262047141, -0.6134388840365339, -0.5315695176882694, -0.435627181923386, -0.3242803941153837, -0.2428078713629447, -0.146504604378237, -0.0499561533447963, 0.0612642591128165, 0.1428654019945447, 0.2246417531156654, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7211301309907335, 0.7936681247309351, 0.9144999372564968, 1.0251258921833173, 1.1067863269977956, 1.18890514052047, 1.2710342205436946, 1.4106705454115176, 1.492421491772563, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4133076347921742, -1.3615944880033717, -1.219828614422659, -1.078373355167725, -1.0274901301722414, -0.885293779231454, -0.8203267038969995, -0.7689171799979624, -0.5956744153270476, -0.5447239031534368, -0.4474755460810549, -0.306055051422641, -0.2544703379122145, -0.157799439846619, -0.0615167673926108, 0.080104100449901, 0.1314844585481644, 0.1825846033090434, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7108063407848451, 0.7743782205020064, 0.902923656784364, 1.0455019801312562, 1.0967877503026966, 1.1473339450338444, 1.1978634034831328, 1.4316611320037982, 1.4828020395020916, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10052,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.3991997918379924, -1.3173075157696574, -1.2063913746584196, -1.0953697005717844, -1.1130880586640342, -0.902597373957684, -0.8208086945989397, -0.7392847763062921, -0.6134388840365339, -0.5320660987742309, -0.4349345075204042, -0.3242803941153837, -0.252076011115747, -0.146186590272605, -0.0495165362782285, 0.0612642591128165, 0.1429001666910828, 0.2243101413363722, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7211911893539209, 0.8028675546810388, 0.9138977213216068, 1.0251258921833173, 1.106600083289393, 1.1879987255457118, 1.2700871652150492, 1.4106705454115176, 1.4920827991737462, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.413333298176869, -1.3624197342820763, -1.2203115524045995, -1.078373355167725, -0.9834787351648856, -0.885293779231454, -0.8342134318068464, -0.782710241106482, -0.5956744153270476, -0.5439320123552062, -0.4485874542425459, -0.306055051422641, -0.2421033074985807, -0.1583049743371788, -0.062222418607823, 0.080104100449901, 0.1314290281905313, 0.1831127119012114, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7107091511552045, 0.7619694660392532, 0.9038934449917656, 1.0455019801312562, 1.0970840501550247, 1.148785636769857, 1.199381301805961, 1.4316611320037982, 1.4833412141161648, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",1
vehicle_10053,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.39978120467883, -1.3182762968592956, -1.2132259207208054, -1.0953697005717844, -1.0138074912011483, -0.902597373957684, -0.8258379887348258, -0.7440238240299002, -0.6134388840365339, -0.5317912752828687, -0.4402096115140732, -0.3242803941153837, -0.2424242973969201, -0.1465764807838699, -0.0495416731063044, 0.0612642591128165, 0.143378353504993, 0.2123070497603977, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7215128270146589, 0.797061224101173, 0.9142766656482738, 1.0251258921833173, 1.1069345261348391, 1.188256557220499, 1.2702598948359596, 1.4106705454115176, 1.4922399002497526, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4124139614421138, -1.360880595602349, -1.2107108310063797, -1.078373355167725, -1.026931018648988, -0.885293779231454, -0.826906018641064, -0.775866630749843, -0.5956744153270476, -0.5443681632398867, -0.4408574504746463, -0.306055051422641, -0.2550831552634977, -0.1576861351382841, -0.0621817031036429, 0.080104100449901, 0.1306579856702243, 0.1981384137704849, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7101929039744797, 0.7701442335662321, 0.9032861971390204, 1.0455019801312562, 1.096550260814199, 1.1483726502795475, 1.19910656810437, 1.4316611320037982, 1.4830921014337344, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10054,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.4047639761897308, -1.3321318502511648, -1.2128748559058349, -1.0953697005717844, -1.0139349788586238, -0.902597373957684, -0.8211794902310237, -0.739401550853318, -0.6134388840365339, -0.5312758687091813, -0.4414296425251537, -0.3242803941153837, -0.2429636459337825, -0.1462042484742827, -0.0500181944329584, 0.0612642591128165, 0.1427951110743638, 0.2248252964869845, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7210957007820216, 0.8029981785984224, 0.9122626045523836, 1.0251258921833173, 1.096649240162066, 1.1669285466585464, 1.243891522219564, 1.4106705454115176, 1.4923241221322932, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4053501542569748, -1.341886187211296, -1.2111477865665452, -1.078373355167725, -1.0267287971122363, -0.885293779231454, -0.8336225954373482, -0.7825250005850488, -0.5956744153270476, -0.5452003320520445, -0.4392778295123026, -0.306055051422641, -0.2542243462757068, -0.1582767210819951, -0.0614182626186182, 0.080104100449901, 0.131596279251693, 0.1822866376003747, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7108610322041911, 0.7617581309898935, 0.9064048557091184, 1.0455019801312562, 1.110216904535151, 1.1762849952344672, 1.234403274257719, 1.4316611320037982, 1.482957855271507, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10055,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.3990549227540283, -1.3171403901944707, -1.2060955671834572, -1.0953697005717844, -1.0209275104174942, -0.902597373957684, -0.8212372330554247, -0.7397503989055989, -0.6134388840365339, -0.5317384766450741, -0.4350443932536753, -0.3242803941153837, -0.2495946260578841, -0.146509083143442, -0.0498759615351208, 0.0612642591128165, 0.1342742224722782, 0.216019627630645, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7172590174848907, 0.7991656969994959, 0.9011679811239424, 1.0251258921833173, 1.101714212038335, 1.176366369964058, 1.25846829665838, 1.4106705454115176, 1.4922480597145755, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.413565982974112, -1.3626883494517392, -1.2207890028057968, -1.078373355167725, -1.0170495272343016, -0.885293779231454, -0.8335314330384781, -0.7819694019336378, -0.5956744153270476, -0.5444525505018346, -0.4484088014742504, -0.306055051422641, -0.2450290593029812, -0.157792369420906, -0.0616444822234738, 0.080104100449901, 0.143131638291945, 0.1942814308273266, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.716499140646329, 0.7673894559567829, 0.9200197397532036, 1.0455019801312562, 1.1041146643901, 1.1651818977823645, 1.2157556045507774, 1.4316611320037982, 1.4830791169755504, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10056,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.408551829596245, -1.3300492138858817, -1.206001773720679, -1.0953697005717844, -1.0187505171186373, -0.902597373957684, -0.820926785153863, -0.750280394807106, -0.6134388840365339, -0.5317564236023958, -0.435623419025876, -0.3242803941153837, -0.2423490234155275, -0.1458130389625976, -0.0500576063759131, 0.0612642591128165, 0.1430256753530989, 0.2118026341758609, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7197933388081272, 0.8018144543436767, 0.9066496150879144, 1.0251258921833173, 1.0944637928233298, 1.1762351315699178, 1.2584284298331532, 1.4106705454115176, 1.4920464310565251, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4007603294772766, -1.3447459592385274, -1.2209416960984194, -1.078373355167725, -1.0198011507009852, -0.885293779231454, -0.8340242320350089, -0.7683500664473146, -0.5956744153270476, -0.5444238444423634, -0.4474814965979875, -0.306055051422641, -0.2552046243730342, -0.1589078036393321, -0.06135582340637, 0.080104100449901, 0.1312282141686432, 0.1988637812866257, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7128724818092862, 0.7635775614510382, 0.9139237693700704, 1.0455019801312562, 1.1125605245371792, 1.1636687153884493, 1.2140933126833382, 1.4316611320037982, 1.4833986432736572, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10057,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.398746021944424, -1.3169498933923032, -1.2154640644365144, -1.0953697005717844, -1.0147223455109489, -0.902597373957684, -0.8238484620059678, -0.7550317834836971, -0.6134388840365339, -0.5320103416140197, -0.4348589259534616, -0.3242803941153837, -0.2451392966691826, -0.1573695055650535, -0.0497096170642263, 0.0612642591128165, 0.1320325796428619, 0.2133837983506134, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7087290517545762, 0.7771944105040764, 0.9137332929915511, 1.0251258921833173, 1.1067212616491218, 1.1811776342146671, 1.2628437926100329, 1.4106705454115176, 1.4806812524902022, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4140671067843251, -1.362998726835328, -1.2080416283778097, -1.078373355167725, -1.0255038409844557, -0.885293779231454, -0.8296273112826198, -0.7620322868632251, -0.5956744153270476, -0.5440200837877189, -0.4487108419826598, -0.306055051422641, -0.2509493717115102, -0.1437100477177461, -0.061910826549712, 0.080104100449901, 0.1456464401682013, 0.1974228523381747, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7265979902103971, 0.7945499665240178, 0.9041538531097036, 1.0455019801312562, 1.0968915355437054, 1.1581980881691365, 1.2094747146849352, 1.4316611320037982, 1.4980146898461544, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10058,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.3988472858959575, -1.324814170428327, -1.219549896235543, -1.0953697005717844, -1.023495775123781, -0.902597373957684, -0.8265232683466304, -0.7444712409187375, -0.6134388840365339, -0.5313601679786666, -0.4366190964845337, -0.3242803941153837, -0.2425223502358209, -0.1592090930346675, -0.0497813634361064, 0.0612642591128165, 0.1429956263571973, 0.2247129996896576, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7212258975543415, 0.8029088914985946, 0.9143490558494676, 1.0251258921833173, 1.097377407785178, 1.1793670430289054, 1.2612488838608218, 1.4106705454115176, 1.492686308292257, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4139020734484564, -1.3520834425336243, -1.2036293321520888, -1.078373355167725, -1.0140492600824835, -0.885293779231454, -0.8260131045836228, -0.7753582221941403, -0.5956744153270476, -0.5450629273955206, -0.4459394834800033, -0.306055051422641, -0.2549255275702381, -0.14178615508802, -0.0617957125283353, 0.080104100449901, 0.131276392468707, 0.1824710997607032, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7106537898311963, 0.7619035076921996, 0.9031690442543308, 1.0455019801312562, 1.1094002997301835, 1.1601564292051283, 1.2110868274194846, 1.4316611320037982, 1.482374896756482, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10059,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.3992746223501424, -1.3175264814198118, -1.2059837319315905, -1.0953697005717844, -1.0140331652836552, -0.902597373957684, -0.8206762608887552, -0.7387004627828478, -0.6134388840365339, -0.5315402708276694, -0.4348596579245204, -0.3242803941153837, -0.2423447349915471, -0.1553216338418602, -0.0499408242949629, 0.0612642591128165, 0.1431042546679139, 0.2226692069234166, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7209875342663521, 0.8031488446407973, 0.9143479173281268, 1.0251258921833173, 1.107229861764151, 1.188698391699852, 1.2704265659889635, 1.4106705454115176, 1.492693182314139, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4132136813453968, -1.362068275213246, -1.2209711406700792, -1.078373355167725, -1.0265738060324343, -0.885293779231454, -0.8344267758660434, -0.783648229908003, -0.5956744153270476, -0.5447710783909013, -0.4487096450390171, -0.306055051422641, -0.2552115566769852, -0.1459830151307118, -0.0615411464838933, 0.080104100449901, 0.131101926914054, 0.1855918618788897, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.711032325533092, 0.7615091929228252, 0.9031708896786206, 1.0455019801312562, 1.0960723597235709, 1.1476633990352576, 1.1988408066923957, 1.4316611320037982, 1.4823637427307086, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_1006,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.4108805169298686, -1.3296509507973169, -1.2067064581710158, -1.0953697005717844, -1.0195153331263014, -0.902597373957684, -0.8212335295101546, -0.7410108563086224, -0.6134388840365339, -0.5318239228400132, -0.4355481109233731, -0.3242803941153837, -0.2427725683775699, -0.1457021662615064, -0.0553978349641913, 0.0612642591128165, 0.1387119015115568, 0.220220346895884, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7211965443344887, 0.8027066922782539, 0.9138939203385332, 1.0251258921833173, 1.096547686281386, 1.1784515669417326, 1.2605442467305152, 1.4106705454115176, 1.4814293777293324, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.398203440233588, -1.3462357740753723, -1.2198097133864838, -1.078373355167725, -1.018810872219963, -0.885293779231454, -0.8335372733105151, -0.7800235174641958, -0.5956744153270476, -0.5443160797655914, -0.4476007886820022, -0.306055051422641, -0.2545263155611694, -0.1590886488123775, -0.0537413392587457, 0.080104100449901, 0.1375728563186247, 0.1891006088871603, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7107006151206308, 0.7622256658287523, 0.903899485500487, 1.0455019801312562, 1.110329323019324, 1.1612241571083042, 1.211812920208587, 1.4316611320037982, 1.4972137476600869, 1.6247407079400693, 1.7212804959082049]","[-1.7605572471200286, -1.6643886880005685, -1.5682201288811084, -1.4720515697616483, -1.3758830106421884, -1.2797144515227283, -1.1835458924032682, -1.0873773332838084, -0.9912087741643484, -0.8950402150448882, -0.7988716559254282, -0.7027030968059681, -0.6065345376865081, -0.510365978567048, -0.414197419447588, -0.3180288603281279, -0.2218603012086679, -0.1256917420892079, -0.0295231829697478, 0.0666453761497122, 0.1628139352691722, 0.2589824943886323, 0.3551510535080923, 0.4513196126275524, 0.5474881717470124, 0.6436567308664725, 0.7398252899859324, 0.8359938491053925, 0.9321624082248524, 1.0283309673443126, 1.1244995264637727, 1.2206680855832326, 1.316836644702693, 1.4130052038221528, 1.5091737629416129, 1.6053423220610727]",0
vehicle_10060,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.3992638766598209, -1.40915674107582, -1.2064744223221628, -1.0953697005717844, -1.0139979325590731, -0.902597373957684, -0.8206248102651444, -0.7388561096696905, -0.6134388840365339, -0.5320608522417415, -0.4355754259588649, -0.3242803941153837, -0.2421558254427441, -0.1462339016261265, -0.0532488026559512, 0.0612642591128165, 0.14333202977564, 0.225377950450352, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7209146122705309, 0.8028138949265828, 0.913950801153876, 1.0251258921833173, 1.1066997801936795, 1.174874843298829, 1.256777827938776, 1.4106705454115176, 1.492832917247543, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4132308344857043, -1.317200892954138, -1.220178615740397, -1.078373355167725, -1.0266293473476933, -0.885293779231454, -0.8345099954211518, -0.783397570397149, -0.5956744153270476, -0.5439402905757358, -0.447557475559508, -0.306055051422641, -0.2555182377028137, -0.1582293245525148, -0.0566205332552136, 0.080104100449901, 0.1307333912854326, 0.1813981957606097, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7111473578806738, 0.7620496142881495, 0.903808987046438, 1.0455019801312562, 1.096925736321811, 1.1651698844104017, 1.2160661650159788, 1.4316611320037982, 1.482136266097278, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",1
